match_name,team,player_name,mins_played
Qatar vs Ecuador,Qatar,Abdelkarim Hassan Al Haj Fadlalla,95
Qatar vs Ecuador,Qatar,Abdulaziz Hatem Mohammed Abdullah,95
Qatar vs Ecuador,Qatar,Ahmed Alaa Eldin Abdelmotaal,0
Qatar vs Ecuador,Qatar,Akram Hassan Afif,95
Qatar vs Ecuador,Qatar,Ali Assadalla Thaimn Qambar,0
Qatar vs Ecuador,Qatar,Almoez Ali Zainalabiddin Abdulla,71
Qatar vs Ecuador,Qatar,Assim Omer Al Haj Madibo,0
Qatar vs Ecuador,Qatar,Bassam Hisham Al Rawi,95
Qatar vs Ecuador,Qatar,Boualem Khoukhi,95
Qatar vs Ecuador,Qatar,Hassan Khalid Al Heidos,71
Qatar vs Ecuador,Qatar,Homam Alamin Ahmed,95
Qatar vs Ecuador,Qatar,Ismaeel Mohammad Mohammad,0
Qatar vs Ecuador,Qatar,Jassem Gaber Abdulsallam,0
Qatar vs Ecuador,Qatar,Karim Boudiaf,95
Qatar vs Ecuador,Qatar,Khalid Muneer Mazeed,0
Qatar vs Ecuador,Qatar,Meshaal Aissa Barsham,0
Qatar vs Ecuador,Qatar,Mohammed Muntari,24
Qatar vs Ecuador,Qatar,Mohammed Waed Abdulwahhab Al Bayati,24
Qatar vs Ecuador,Qatar,Mosaab Khoder Jibril,0
Qatar vs Ecuador,Qatar,Mostafa Taerk Mashaal,0
Qatar vs Ecuador,Qatar,Naif Abdulraheem Al Hadhrami,0
Qatar vs Ecuador,Qatar,Pedro Miguel Correia,95
Qatar vs Ecuador,Qatar,Saad Abdullah Al Sheeb,95
Qatar vs Ecuador,Qatar,Salem Ali Al Hajri,0
Qatar vs Ecuador,Qatar,Tarek Salman Salman,0
Qatar vs Ecuador,Qatar,Yousef Hassan Mohamed Ali,0
Qatar vs Senegal,Qatar,Abdelkarim Hassan Al Haj Fadlalla,96
Qatar vs Senegal,Qatar,Abdulaziz Hatem Mohammed Abdullah,28
Qatar vs Senegal,Qatar,Ahmed Alaa Eldin Abdelmotaal,0
Qatar vs Senegal,Qatar,Akram Hassan Afif,96
Qatar vs Senegal,Qatar,Ali Assadalla Thaimn Qambar,0
Qatar vs Senegal,Qatar,Almoez Ali Zainalabiddin Abdulla,96
Qatar vs Senegal,Qatar,Assim Omer Al Haj Madibo,96
Qatar vs Senegal,Qatar,Boualem Khoukhi,96
Qatar vs Senegal,Qatar,Hassan Khalid Al Heidos,74
Qatar vs Senegal,Qatar,Homam Alamin Ahmed,82
Qatar vs Senegal,Qatar,Ismaeel Mohammad Mohammad,96
Qatar vs Senegal,Qatar,Jassem Gaber Abdulsallam,0
Qatar vs Senegal,Qatar,Karim Boudiaf,68
Qatar vs Senegal,Qatar,Khalid Muneer Mazeed,0
Qatar vs Senegal,Qatar,Meshaal Aissa Barsham,96
Qatar vs Senegal,Qatar,Mohammed Muntari,22
Qatar vs Senegal,Qatar,Mohammed Waed Abdulwahhab Al Bayati,14
Qatar vs Senegal,Qatar,Mosaab Khoder Jibril,0
Qatar vs Senegal,Qatar,Mostafa Taerk Mashaal,0
Qatar vs Senegal,Qatar,Naif Abdulraheem Al Hadhrami,0
Qatar vs Senegal,Qatar,Pedro Miguel Correia,82
Qatar vs Senegal,Qatar,Saad Abdullah Al Sheeb,0
Qatar vs Senegal,Qatar,Salem Ali Al Hajri,0
Qatar vs Senegal,Qatar,Tarek Salman Salman,14
Qatar vs Senegal,Qatar,Yousef Hassan Mohamed Ali,0
Qatar vs Senegal,Senegal,Abdou Diallo,96
Qatar vs Senegal,Senegal,Alfred Benjamin Gomis,0
Qatar vs Senegal,Senegal,Boulaye Dia,96
Qatar vs Senegal,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,23
Qatar vs Senegal,Senegal,Cheikhou Kouyaté,0
Qatar vs Senegal,Senegal,Edouard Mendy,96
Qatar vs Senegal,Senegal,Famara Diedhiou,73
Qatar vs Senegal,Senegal,Fodé Ballo Touré,0
Qatar vs Senegal,Senegal,Formose Mendy,0
Qatar vs Senegal,Senegal,Idrissa Gana Gueye,96
Qatar vs Senegal,Senegal,Iliman Ndiaye,23
Qatar vs Senegal,Senegal,Ismail Jakobs,76
Qatar vs Senegal,Senegal,Ismaïla Sarr,73
Qatar vs Senegal,Senegal,Kalidou Koulibaly,96
Qatar vs Senegal,Senegal,Krépin Diatta,63
Qatar vs Senegal,Senegal,Mamadou Loum N''Diaye,0
Qatar vs Senegal,Senegal,Moussa N''Diaye,0
Qatar vs Senegal,Senegal,Moustapha Name,0
Qatar vs Senegal,Senegal,Nampalys Mendy,76
Qatar vs Senegal,Senegal,Nicolas Jackson,0
Qatar vs Senegal,Senegal,Pape Abou Cissé,20
Qatar vs Senegal,Senegal,Pape Gueye,0
Qatar vs Senegal,Senegal,Pape Matar Sarr,20
Qatar vs Senegal,Senegal,Pathé Ismaël Ciss,33
Qatar vs Senegal,Senegal,Timothy Dieng,0
Qatar vs Senegal,Senegal,Youssouf Sabaly,96
Saudi Arabia vs Mexico,Mexico,Alfredo Talavera Díaz,0
Saudi Arabia vs Mexico,Mexico,Carlos Alberto Rodríguez Gómez,21
Saudi Arabia vs Mexico,Mexico,Carlos Uriel Antuna Romero,52
Saudi Arabia vs Mexico,Mexico,César Jasib Montes Castro,97
Saudi Arabia vs Mexico,Mexico,Edson Omar Álvarez Velázquez,85
Saudi Arabia vs Mexico,Mexico,Ernesto Alexis Vega Rojas,45
Saudi Arabia vs Mexico,Mexico,Francisco Guillermo Ochoa Magaña,97
Saudi Arabia vs Mexico,Mexico,Gerardo Daniel Arteaga Zamora,0
Saudi Arabia vs Mexico,Mexico,Henry Josué Martín Mex,76
Saudi Arabia vs Mexico,Mexico,Hirving Rodrigo Lozano Bahena,97
Saudi Arabia vs Mexico,Mexico,Héctor Alfredo Moreno Herrera,97
Saudi Arabia vs Mexico,Mexico,Héctor Miguel Herrera López,0
Saudi Arabia vs Mexico,Mexico,Jesús Daniel Gallardo Vasconcelos,97
Saudi Arabia vs Mexico,Mexico,Johan Felipe Vásquez Ibarra,0
Saudi Arabia vs Mexico,Mexico,Jorge Eduardo Sánchez Ramos,85
Saudi Arabia vs Mexico,Mexico,José Andrés Guardado Hernández,0
Saudi Arabia vs Mexico,Mexico,Kevin Nahin Álvarez Campos,12
Saudi Arabia vs Mexico,Mexico,Luis Francisco Romo Barrón,0
Saudi Arabia vs Mexico,Mexico,Luis Gerardo Chávez Magallón,97
Saudi Arabia vs Mexico,Mexico,Néstor Alejandro Araújo Razo,0
Saudi Arabia vs Mexico,Mexico,Orbelín Pineda Alvarado,76
Saudi Arabia vs Mexico,Mexico,Raúl Alonso Jiménez Rodríguez,21
Saudi Arabia vs Mexico,Mexico,Roberto Carlos Alvarado Hernández,0
Saudi Arabia vs Mexico,Mexico,Rodolfo Cota Robles,0
Saudi Arabia vs Mexico,Mexico,Rogelio Gabriel Funes Mori,12
Saudi Arabia vs Mexico,Mexico,Érick Gabriel Gutiérrez Galaviz,0
Saudi Arabia vs Mexico,Saudi Arabia,Abdulelah Al Amri,97
Saudi Arabia vs Mexico,Saudi Arabia,Abdullah Ibrahim Otayf,0
Saudi Arabia vs Mexico,Saudi Arabia,Abdullah Mohammed Madu,52
Saudi Arabia vs Mexico,Saudi Arabia,Abdulrahman Al-Obood,36
Saudi Arabia vs Mexico,Saudi Arabia,Ali Al Hassan,45
Saudi Arabia vs Mexico,Saudi Arabia,Ali Albulayhi,36
Saudi Arabia vs Mexico,Saudi Arabia,Firas Tariq Nasser Al Albirakan,97
Saudi Arabia vs Mexico,Saudi Arabia,Haitham Mohammed Asiri,0
Saudi Arabia vs Mexico,Saudi Arabia,Hassan Mohammed Al-Tambakti,97
Saudi Arabia vs Mexico,Saudi Arabia,Hattan Babhir,10
Saudi Arabia vs Mexico,Saudi Arabia,Mohammed Al Rubaie Al Yami,0
Saudi Arabia vs Mexico,Saudi Arabia,Mohammed Kanoo,97
Saudi Arabia vs Mexico,Saudi Arabia,Mohammed Khalil Al Owais,97
Saudi Arabia vs Mexico,Saudi Arabia,Nasser Al Dawsari,0
Saudi Arabia vs Mexico,Saudi Arabia,Nawaf Alaqidi,0
Saudi Arabia vs Mexico,Saudi Arabia,Nawaf Shaker Al Abid,0
Saudi Arabia vs Mexico,Saudi Arabia,Riyadh Sharahili,61
Saudi Arabia vs Mexico,Saudi Arabia,Saleh Khalid Al Shehri,61
Saudi Arabia vs Mexico,Saudi Arabia,Salem Mohammed Al Dawsari,97
Saudi Arabia vs Mexico,Saudi Arabia,Sami Khalil Al Naji,0
Saudi Arabia vs Mexico,Saudi Arabia,Saud Abdullah Abdul Hamid,97
Saudi Arabia vs Mexico,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,87
Senegal vs Netherlands,Netherlands,Andries Noppert,100
Senegal vs Netherlands,Netherlands,Cody Mathès Gakpo,93
Senegal vs Netherlands,Netherlands,Daley Blind,100
Senegal vs Netherlands,Netherlands,Davy Klaassen,22
Senegal vs Netherlands,Netherlands,Denzel Dumfries,100
Senegal vs Netherlands,Netherlands,Frenkie de Jong,100
Senegal vs Netherlands,Netherlands,Jeremie Frimpong,0
Senegal vs Netherlands,Netherlands,Jurriën David Norman Timber,0
Senegal vs Netherlands,Netherlands,Justin Bijlow,0
Senegal vs Netherlands,Netherlands,Kenneth Taylor,0
Senegal vs Netherlands,Netherlands,Luuk de Jong,0
Senegal vs Netherlands,Netherlands,Marten de Roon,7
Senegal vs Netherlands,Netherlands,Matthijs de Ligt,100
Senegal vs Netherlands,Netherlands,Memphis Depay,39
Senegal vs Netherlands,Netherlands,Nathan Aké,100
Senegal vs Netherlands,Netherlands,Noa Lang,0
Senegal vs Netherlands,Netherlands,Remko Pasveer,0
Senegal vs Netherlands,Netherlands,Stefan de Vrij,0
Senegal vs Netherlands,Netherlands,Steven Berghuis,78
Senegal vs Netherlands,Netherlands,Steven Bergwijn,78
Senegal vs Netherlands,Netherlands,Teun Koopmeiners,22
Senegal vs Netherlands,Netherlands,Tyrell Malacia,0
Senegal vs Netherlands,Netherlands,Vincent Janssen,61
Senegal vs Netherlands,Netherlands,Virgil van Dijk,100
Senegal vs Netherlands,Netherlands,Wout Weghorst,0
Senegal vs Netherlands,Netherlands,Xavi Simons,0
Senegal vs Netherlands,Senegal,Abdou Diallo,61
Senegal vs Netherlands,Senegal,Alfred Benjamin Gomis,0
Senegal vs Netherlands,Senegal,Boulaye Dia,68
Senegal vs Netherlands,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,32
Senegal vs Netherlands,Senegal,Cheikhou Kouyaté,73
Senegal vs Netherlands,Senegal,Edouard Mendy,100
Senegal vs Netherlands,Senegal,Famara Diedhiou,0
Senegal vs Netherlands,Senegal,Fodé Ballo Touré,0
Senegal vs Netherlands,Senegal,Formose Mendy,0
Senegal vs Netherlands,Senegal,Idrissa Gana Gueye,100
Senegal vs Netherlands,Senegal,Iliman Ndiaye,0
Senegal vs Netherlands,Senegal,Ismail Jakobs,39
Senegal vs Netherlands,Senegal,Ismaïla Sarr,100
Senegal vs Netherlands,Senegal,Kalidou Koulibaly,100
Senegal vs Netherlands,Senegal,Krépin Diatta,73
Senegal vs Netherlands,Senegal,Mamadou Loum N''Diaye,0
Senegal vs Netherlands,Senegal,Moussa N''Diaye,0
Senegal vs Netherlands,Senegal,Moustapha Name,0
Senegal vs Netherlands,Senegal,Nampalys Mendy,100
Senegal vs Netherlands,Senegal,Nicolas Jackson,27
Senegal vs Netherlands,Senegal,Pape Abou Cissé,100
Senegal vs Netherlands,Senegal,Pape Gueye,27
Senegal vs Netherlands,Senegal,Pape Matar Sarr,0
Senegal vs Netherlands,Senegal,Pathé Ismaël Ciss,0
Senegal vs Netherlands,Senegal,Timothy Dieng,0
Senegal vs Netherlands,Senegal,Youssouf Sabaly,100
Serbia vs Switzerland,Serbia,Aleksandar Mitrović,100
Serbia vs Switzerland,Serbia,Andrija Živković,77
Serbia vs Switzerland,Serbia,Darko Lazović,0
Serbia vs Switzerland,Serbia,Dušan Tadić,77
Serbia vs Switzerland,Serbia,Dušan Vlahović,54
Serbia vs Switzerland,Serbia,Filip Kostić,100
Serbia vs Switzerland,Serbia,Filip Mladenović,0
Serbia vs Switzerland,Serbia,Filip Đuričić,23
Serbia vs Switzerland,Serbia,Ivan Ilić,0
Serbia vs Switzerland,Serbia,Luka Jović,46
Serbia vs Switzerland,Serbia,Marko Dmitrović,0
Serbia vs Switzerland,Serbia,Marko Grujić,0
Serbia vs Switzerland,Serbia,Milos Veljkovic,54
Serbia vs Switzerland,Serbia,Nemanja Gudelj,46
Serbia vs Switzerland,Serbia,Nemanja Maksimović,34
Serbia vs Switzerland,Serbia,Nemanja Radonjić,23
Serbia vs Switzerland,Serbia,Nikola Milenković,100
Serbia vs Switzerland,Serbia,Predrag Rajković,0
Serbia vs Switzerland,Serbia,Saša Lukić,100
Serbia vs Switzerland,Serbia,Sergej Milinković-Savić,66
Serbia vs Switzerland,Serbia,Srđan Babić,0
Serbia vs Switzerland,Serbia,Stefan Mitrović,0
Serbia vs Switzerland,Serbia,Strahinja Eraković,0
Serbia vs Switzerland,Serbia,Strahinja Pavlović,100
Serbia vs Switzerland,Serbia,Uroš Račić,0
Serbia vs Switzerland,Serbia,Vanja Milinković Savić,100
Serbia vs Switzerland,Switzerland,Ardon Jashari,0
Serbia vs Switzerland,Switzerland,Breel-Donald Embolo,95
Serbia vs Switzerland,Switzerland,Christian Fassnacht,18
Serbia vs Switzerland,Switzerland,Denis Lemi Zakaria Lako Lado,32
Serbia vs Switzerland,Switzerland,Djibril Sow,67
Serbia vs Switzerland,Switzerland,Edimilson Fernandes,33
Serbia vs Switzerland,Switzerland,Eray Ervin Cömert,0
Serbia vs Switzerland,Switzerland,Fabian Frei,0
Serbia vs Switzerland,Switzerland,Fabian Lukas Schär,100
Serbia vs Switzerland,Switzerland,Fabian Rieder,0
Serbia vs Switzerland,Switzerland,Granit Xhaka,100
Serbia vs Switzerland,Switzerland,Gregor Kobel,100
Serbia vs Switzerland,Switzerland,Haris Seferović,0
Serbia vs Switzerland,Switzerland,Jonas Omlin,0
Serbia vs Switzerland,Switzerland,Manuel Obafemi Akanji,100
Serbia vs Switzerland,Switzerland,Michel Aebischer,0
Serbia vs Switzerland,Switzerland,Noah Okafor,5
Serbia vs Switzerland,Switzerland,Remo Freuler,100
Serbia vs Switzerland,Switzerland,Renato Steffen,0
Serbia vs Switzerland,Switzerland,Ricardo Iván Rodríguez Araya,100
Serbia vs Switzerland,Switzerland,Ruben Vargas,82
Serbia vs Switzerland,Switzerland,Silvan Widmer,100
Serbia vs Switzerland,Switzerland,Xherdan Shaqiri,68
South Korea vs Ghana,Ghana,Abdul Fatawu Issahaku,0
South Korea vs Ghana,Ghana,Abdul Manaf Nurudeen,0
South Korea vs Ghana,Ghana,Abdul Rahman Baba,13
South Korea vs Ghana,Ghana,Alexander Djiku,18
South Korea vs Ghana,Ghana,Alidu Seidu,0
South Korea vs Ghana,Ghana,André Ayew Pelé,77
South Korea vs Ghana,Ghana,Antoine Semenyo,0
South Korea vs Ghana,Ghana,Daniel Afriyie Barnieh,0
South Korea vs Ghana,Ghana,Daniel Amartey,100
South Korea vs Ghana,Ghana,Daniel-Kofi Kyereh,23
South Korea vs Ghana,Ghana,Denis Odoi,23
South Korea vs Ghana,Ghana,Elisha Owusu,0
South Korea vs Ghana,Ghana,Gideon Mensah,87
South Korea vs Ghana,Ghana,Ibrahim Danlad,0
South Korea vs Ghana,Ghana,Iñaki Williams Arthuer,100
South Korea vs Ghana,Ghana,Jordan Ayew,77
South Korea vs Ghana,Ghana,Joseph Aidoo,0
South Korea vs Ghana,Ghana,Kamal Sowah,0
South Korea vs Ghana,Ghana,Kamaldeen Sulemana,23
South Korea vs Ghana,Ghana,Lawrence Ati-Zigi,100
South Korea vs Ghana,Ghana,Mohamed Salisu,100
South Korea vs Ghana,Ghana,Mohammed Kudus,82
South Korea vs Ghana,Ghana,Osman Bukari,0
South Korea vs Ghana,Ghana,Salis Abdul Samed,100
South Korea vs Ghana,Ghana,Tariq Lamptey,77
South Korea vs Ghana,Ghana,Thomas Teye Partey,100
South Korea vs Ghana,South Korea,Bum-Keun Song,0
South Korea vs Ghana,South Korea,Chang-Hoon Kwon,56
South Korea vs Ghana,South Korea,Chul Hong,0
South Korea vs Ghana,South Korea,Gue-Sung Cho,100
South Korea vs Ghana,South Korea,Hee-Chan Hwang,0
South Korea vs Ghana,South Korea,Heung-Min Son,100
South Korea vs Ghana,South Korea,Hyeon-Woo Jo,0
South Korea vs Ghana,South Korea,In-Beom Hwang,100
South Korea vs Ghana,South Korea,Jae-Sung Lee,0
South Korea vs Ghana,South Korea,Jin-Su Kim,100
South Korea vs Ghana,South Korea,Jong-Gyu Yoon,0
South Korea vs Ghana,South Korea,Jun-Ho Son,0
South Korea vs Ghana,South Korea,Kang-In Lee,44
South Korea vs Ghana,South Korea,Kyung-Won Kwon,9
South Korea vs Ghana,South Korea,Min Jae Kim,91
South Korea vs Ghana,South Korea,Min-Kyu Song,0
South Korea vs Ghana,South Korea,Moon-Hwan Kim,100
South Korea vs Ghana,South Korea,Sang-Ho Na,55
South Korea vs Ghana,South Korea,Seung-Gyu Kim,100
South Korea vs Ghana,South Korea,Seung-Ho Paik,0
South Korea vs Ghana,South Korea,Tae-Hwan Kim,0
South Korea vs Ghana,South Korea,Ui-Jo Hwang,22
South Korea vs Ghana,South Korea,Woo-Yeong Jeong,45
South Korea vs Ghana,South Korea,Woo-Young Jung,78
South Korea vs Ghana,South Korea,Young-Gwon Kim,100
South Korea vs Ghana,South Korea,Yu-Min Cho,0
South Korea vs Portugal,Portugal,André Miguel Valente Silva,32
South Korea vs Portugal,Portugal,António João Pereira Albuquerque Tavares Silva,96
South Korea vs Portugal,Portugal,Bernardo Mota Veiga de Carvalho e Silva,15
South Korea vs Portugal,Portugal,Bruno Miguel Borges Fernandes,0
South Korea vs Portugal,Portugal,Cristiano Ronaldo dos Santos Aveiro,64
South Korea vs Portugal,Portugal,Diogo Meireles Costa,96
South Korea vs Portugal,Portugal,Gonçalo Matias Ramos,0
South Korea vs Portugal,Portugal,José Diogo Dalot Teixeira,96
South Korea vs Portugal,Portugal,José Pedro Malheiro de Sá,0
South Korea vs Portugal,Portugal,João Félix Sequeira,0
South Korea vs Portugal,Portugal,João Maria Lobo Alves Palhinha Gonçalves,32
South Korea vs Portugal,Portugal,João Mário Naval da Costa Eduardo,81
South Korea vs Portugal,Portugal,João Pedro Cavaco Cancelo,96
South Korea vs Portugal,Portugal,Kléper Laveran Lima Ferreira,96
South Korea vs Portugal,Portugal,Matheus Luiz Nunes,64
South Korea vs Portugal,Portugal,Rafael Alexandre Conceição Leão,32
South Korea vs Portugal,Portugal,Raphaël Adelino José Guerreiro,0
South Korea vs Portugal,Portugal,Ricardo Jorge Luz Horta,96
South Korea vs Portugal,Portugal,Rui Pedro dos Santos Patrício,0
South Korea vs Portugal,Portugal,Rúben Diogo Da Silva Neves,64
South Korea vs Portugal,Portugal,Rúben Santos Gato Alves Dias,0
South Korea vs Portugal,Portugal,Vitor Machado Ferreira,81
South Korea vs Portugal,Portugal,William Silva de Carvalho,15
South Korea vs Portugal,South Korea,Bum-Keun Song,0
South Korea vs Portugal,South Korea,Chang-Hoon Kwon,0
South Korea vs Portugal,South Korea,Chul Hong,0
South Korea vs Portugal,South Korea,Gue-Sung Cho,92
South Korea vs Portugal,South Korea,Hee-Chan Hwang,31
South Korea vs Portugal,South Korea,Heung-Min Son,96
South Korea vs Portugal,South Korea,Hyeon-Woo Jo,0
South Korea vs Portugal,South Korea,In-Beom Hwang,96
South Korea vs Portugal,South Korea,Jae-Sung Lee,65
South Korea vs Portugal,South Korea,Jin-Su Kim,96
South Korea vs Portugal,South Korea,Jong-Gyu Yoon,0
South Korea vs Portugal,South Korea,Jun-Ho Son,16
South Korea vs Portugal,South Korea,Kang-In Lee,81
South Korea vs Portugal,South Korea,Kyung-Won Kwon,96
South Korea vs Portugal,South Korea,Min Jae Kim,0
South Korea vs Portugal,South Korea,Min-Kyu Song,0
South Korea vs Portugal,South Korea,Moon-Hwan Kim,96
South Korea vs Portugal,South Korea,Sang-Ho Na,0
South Korea vs Portugal,South Korea,Seung-Gyu Kim,96
South Korea vs Portugal,South Korea,Seung-Ho Paik,0
South Korea vs Portugal,South Korea,Tae-Hwan Kim,0
South Korea vs Portugal,South Korea,Ui-Jo Hwang,15
South Korea vs Portugal,South Korea,Woo-Yeong Jeong,0
South Korea vs Portugal,South Korea,Woo-Young Jung,96
South Korea vs Portugal,South Korea,Young-Gwon Kim,80
South Korea vs Portugal,South Korea,Yu-Min Cho,4
Spain vs Costa Rica,Costa Rica,Anthony Daniel Contreras Enríquez,60
Spain vs Costa Rica,Costa Rica,Anthony William Hernández González,0
Spain vs Costa Rica,Costa Rica,Brandon Aguilera Zamora,27
Spain vs Costa Rica,Costa Rica,Bryan Oviedo,81
Spain vs Costa Rica,Costa Rica,Bryan Ruiz González,38
Spain vs Costa Rica,Costa Rica,Carlos Manuel Martínez Castro,45
Spain vs Costa Rica,Costa Rica,Celso Borges Mora,71
Spain vs Costa Rica,Costa Rica,Daniel Alonso Chacón Salas,0
Spain vs Costa Rica,Costa Rica,Douglas Andrey López Araya,0
Spain vs Costa Rica,Costa Rica,Esteban Alvarado Brown,0
Spain vs Costa Rica,Costa Rica,Francisco Javier Calvo Quesada,98
Spain vs Costa Rica,Costa Rica,Gerson Torres Barrantes,0
Spain vs Costa Rica,Costa Rica,Jewison Bennette,60
Spain vs Costa Rica,Costa Rica,Joel Nathaniel Campbell Samuels,98
Spain vs Costa Rica,Costa Rica,Johan Alberto Venegas Ulloa,0
Spain vs Costa Rica,Costa Rica,Juan Pablo Vargas Campos,0
Spain vs Costa Rica,Costa Rica,Kendall Jamaal Waston Manley,53
Spain vs Costa Rica,Costa Rica,Keylor Navas Gamboa,98
Spain vs Costa Rica,Costa Rica,Keysher Fuller Spence,98
Spain vs Costa Rica,Costa Rica,Patrick Gilmar Sequeira Mejías,0
Spain vs Costa Rica,Costa Rica,Roan Roberto Wilson Gordon,0
Spain vs Costa Rica,Costa Rica,Ronald Alberto Matarrita Ulate,17
Spain vs Costa Rica,Costa Rica,Yeltsin Ignacio Tejeda Valverde,98
Spain vs Costa Rica,Costa Rica,Youstin Delfin Salas Gómez,0
Spain vs Costa Rica,Costa Rica,Álvaro José Zamora Mata,38
Spain vs Costa Rica,Costa Rica,Óscar Esau Duarte Gaitán,98
Spain vs Costa Rica,Spain,Alejandro Balde Martínez,35
Spain vs Costa Rica,Spain,Anssumane Fati,0
Spain vs Costa Rica,Spain,Aymeric Laporte,98
Spain vs Costa Rica,Spain,Carlos Soler Barragán,42
Spain vs Costa Rica,Spain,César Azpilicueta Tanco,98
Spain vs Costa Rica,Spain,Daniel Carvajal Ramos,0
Spain vs Costa Rica,Spain,Daniel Olmo Carvajal,98
Spain vs Costa Rica,Spain,David Raya Martin,0
Spain vs Costa Rica,Spain,Eric García Martret,0
Spain vs Costa Rica,Spain,Ferrán Torres García,56
Spain vs Costa Rica,Spain,Hugo Guillamón Sanmartín,0
Spain vs Costa Rica,Spain,Jordi Alba Ramos,63
Spain vs Costa Rica,Spain,Jorge Resurrección Merodio,35
Spain vs Costa Rica,Spain,Marco Asensio Willemsen,68
Spain vs Costa Rica,Spain,Marcos Llorente Moreno,0
Spain vs Costa Rica,Spain,Nicholas Williams Arthuer,30
Spain vs Costa Rica,Spain,Pablo Martín Páez Gavira,98
Spain vs Costa Rica,Spain,Pablo Sarabia García,0
Spain vs Costa Rica,Spain,Pau Francisco Torres,0
Spain vs Costa Rica,Spain,Pedro González López,56
Spain vs Costa Rica,Spain,Robert Lynch Sanchez,0
Spain vs Costa Rica,Spain,Rodrigo Hernández Cascante,98
Spain vs Costa Rica,Spain,Sergio Busquets i Burgos,63
Spain vs Costa Rica,Spain,Unai Simón Mendibil,98
Spain vs Costa Rica,Spain,Yeremi Jesús Pino Santos,0
Spain vs Costa Rica,Spain,Álvaro Borja Morata Martín,42
Spain vs Germany,Germany,Antonio Rüdiger,95
Spain vs Germany,Germany,Armel Bella-Kotchap,0
Spain vs Germany,Germany,Christian Günter,0
Spain vs Germany,Germany,David Raum,86
Spain vs Germany,Germany,Jamal Musiala,95
Spain vs Germany,Germany,Jonas Hofmann,11
Spain vs Germany,Germany,Joshua Kimmich,95
Spain vs Germany,Germany,Julian Brandt,0
Spain vs Germany,Germany,Kai Havertz,0
Spain vs Germany,Germany,Karim-David Adeyemi,0
Spain vs Germany,Germany,Kevin Trapp,0
Spain vs Germany,Germany,Leon Goretzka,95
Spain vs Germany,Germany,Leroy Sané,26
Spain vs Germany,Germany,Lukas Klostermann,26
Spain vs Germany,Germany,Manuel Neuer,95
Spain vs Germany,Germany,Marc-André ter Stegen,0
Spain vs Germany,Germany,Mario Götze,0
Spain vs Germany,Germany,Matthias Ginter,0
Spain vs Germany,Germany,Niclas Füllkrug,26
Spain vs Germany,Germany,Nico Schlotterbeck,9
Spain vs Germany,Germany,Niklas Süle,95
Spain vs Germany,Germany,Serge Gnabry,84
Spain vs Germany,Germany,Thilo Kehrer,69
Spain vs Germany,Germany,Thomas Müller,69
Spain vs Germany,Germany,Youssoufa Moukoko,0
Spain vs Germany,Germany,İlkay Gündoğan,69
Spain vs Germany,Spain,Alejandro Balde Martínez,14
Spain vs Germany,Spain,Anssumane Fati,0
Spain vs Germany,Spain,Aymeric Laporte,95
Spain vs Germany,Spain,Carlos Soler Barragán,0
Spain vs Germany,Spain,César Azpilicueta Tanco,0
Spain vs Germany,Spain,Daniel Carvajal Ramos,95
Spain vs Germany,Spain,Daniel Olmo Carvajal,95
Spain vs Germany,Spain,David Raya Martin,0
Spain vs Germany,Spain,Eric García Martret,0
Spain vs Germany,Spain,Ferrán Torres García,53
Spain vs Germany,Spain,Hugo Guillamón Sanmartín,0
Spain vs Germany,Spain,Jordi Alba Ramos,81
Spain vs Germany,Spain,Jorge Resurrección Merodio,30
Spain vs Germany,Spain,Marco Asensio Willemsen,65
Spain vs Germany,Spain,Marcos Llorente Moreno,0
Spain vs Germany,Spain,Nicholas Williams Arthuer,30
Spain vs Germany,Spain,Pablo Martín Páez Gavira,65
Spain vs Germany,Spain,Pablo Sarabia García,0
Spain vs Germany,Spain,Pau Francisco Torres,0
Spain vs Germany,Spain,Pedro González López,95
Spain vs Germany,Spain,Robert Lynch Sanchez,0
Spain vs Germany,Spain,Rodrigo Hernández Cascante,95
Spain vs Germany,Spain,Sergio Busquets i Burgos,95
Spain vs Germany,Spain,Unai Simón Mendibil,95
Spain vs Germany,Spain,Yeremi Jesús Pino Santos,0
Spain vs Germany,Spain,Álvaro Borja Morata Martín,42
Switzerland vs Cameroon,Cameroon,André Onana,96
Switzerland vs Cameroon,Cameroon,André-Frank Zambo Anguissa,96
Switzerland vs Cameroon,Cameroon,Bryan Mbeumo,80
Switzerland vs Cameroon,Cameroon,Christian Mougang Bassogog,0
Switzerland vs Cameroon,Cameroon,Christopher Wooh,0
Switzerland vs Cameroon,Cameroon,Devis Rogers Epassy Mboka,0
Switzerland vs Cameroon,Cameroon,Enzo Ebosse,0
Switzerland vs Cameroon,Cameroon,Gaël Ondoua,29
Switzerland vs Cameroon,Cameroon,Georges-Kévin Nkoudou Mbida,23
Switzerland vs Cameroon,Cameroon,Jean Pierre Nsamé,0
Switzerland vs Cameroon,Cameroon,Jean-Charles Castelletto,96
Switzerland vs Cameroon,Cameroon,Jean-Eric Maxim Choupo-Moting,73
Switzerland vs Cameroon,Cameroon,Jerome Ngom Mbekeli,0
Switzerland vs Cameroon,Cameroon,Jules Olivier Ntcham,0
